county_fips,year,bea_total_income,population,bls_labor_force,bls_employed
48237,2022,412564000,8922,3454,3322
48239,2020,722006000,14992,7265,6844
48239,2021,778782000,15097,7176,6816
48239,2022,736428000,15142,7154,6902
48241,2020,1545465000,32921,12817,11376
48241,2021,1644030000,32570,12854,11625
48241,2022,1667932000,32484,12673,11853
48243,2020,105943000,1986,957,908
48243,2021,114386000,1959,1033,989
48243,2022,113212000,1903,1018,982
48245,2020,11583447000,256118,104564,92024
48245,2021,12116809000,253531,102002,92031
48245,2022,12072705000,250830,101423,95037
48247,2020,183468000,4846,1872,1693
48247,2021,199236000,4797,1864,1703
48247,2022,193190000,4763,1809,1711
48249,2020,1732619000,38877,16080,13989
48249,2021,1872447000,38923,15643,14099
48249,2022,1867264000,38826,15440,14546
48251,2020,8712507000,180945,83252,77847
48251,2021,9717907000,187442,86254,82061
48251,2022,10330042000,195506,88975,85823
48253,2020,701602000,19678,5613,5216
48253,2021,779310000,19809,5756,5403
48253,2022,796278000,19935,5829,5575
48255,2020,926059000,14763,6980,6541
48255,2021,1143387000,14714,6870,6515
48255,2022,1204368000,14836,6645,6423
48257,2020,6940499000,147126,69207,64784
48257,2021,8041515000,158216,72056,68507
48257,2022,9076697000,172366,75163,72313
48259,2020,4551672000,44547,22127,21003
48259,2021,4781408000,46851,22942,22049
48259,2022,5216003000,48973,23735,22983
48261,2020,17362000,351,179,169
48261,2021,14167000,342,186,175
48261,2022,13687000,358,145,136
48263,2020,37685000,761,461,443
48263,2021,41116000,746,454,441
48263,2022,47152000,740,657,644
48265,2020,3072304000,52691,21644,20377
48265,2021,3338461000,53136,22219,21207
48265,2022,3450044000,53741,22340,21528
48267,2020,215479000,4291,1828,1736
48267,2021,239921000,4350,1887,1807
48267,2022,240524000,4422,1862,1799
48269,2020,22053000,266,236,232
48269,2021,22309000,256,464,460
48269,2022,26444000,233,572,567
48271,2020,124449000,3124,1307,1229
48271,2021,129449000,3117,1254,1184
48271,2022,127638000,3128,1262,1201
48273,2020,1270626000,30977,13209,12090
48273,2021,1391421000,30642,13245,12314
48273,2022,1376678000,30362,13104,12469
48275,2020,161046000,3346,1444,1363
48275,2021,169617000,3307,1477,1408
48275,2022,169916000,3273,1483,1423
48277,2020,2347071000,50126,23496,21983
48277,2021,2579011000,50305,24675,23315
48277,2022,2611271000,50484,24445,23382
48279,2020,655952000,13005,5192,4921
48279,2021,699005000,12886,5243,4979
48279,2022,705006000,12724,5277,5065
48281,2020,1206921000,21707,9009,8525
48281,2021,1335228000,22213,9338,8885
48281,2022,1362509000,22785,9415,9062
48283,2020,293273000,6664,3723,3472
48283,2021,329909000,6716,3811,3648
48283,2022,337959000,6604,4116,3997
48285,2020,1220840000,20348,8383,7944
48285,2021,1304326000,20490,8689,8296
48285,2022,1350081000,20589,9146,8835
48287,2020,964662000,17502,9132,8680
48287,2021,1025683000,17671,9023,8630
48287,2022,1029774000,17954,8794,8481
48289,2020,774050000,15731,6073,5598
48289,2021,869946000,15985,6215,5780
48289,2022,920780000,16209,6098,5779
48291,2020,3730945000,92465,34302,30712
48291,2021,4081992000,97382,34962,31828
48291,2022,4326732000,101992,35332,33238
48293,2020,953747000,22139,8292,7700
48293,2021,1054014000,22125,8536,8009
48293,2022,1045855000,22253,8455,8064
48295,2020,292747000,3036,1519,1456
48295,2021,315853000,2907,1513,1455
48295,2022,332890000,2854,1467,1421
48297,2020,488659000,11349,5147,4760
48297,2021,527511000,11383,4952,4623
48297,2022,528501000,11428,4884,4678
48299,2020,1196106000,21285,8436,7950
48299,2021,1378203000,22013,8993,8554
48299,2022,1443562000,22540,9353,8993
48301,2020,7026000,65,296,291
48301,2021,7037000,57,488,483
48301,2022,7210000,51,866,861
48303,2020,14998699000,311564,156589,147580
48303,2021,16319999000,314597,161486,154144
48303,2022,16652095000,317561,163437,157861
48305,2020,243959000,5610,2736,2586
48305,2021,338658000,5652,2818,2696
48305,2022,291257000,5724,2870,2767
48307,2020,330165000,7591,3203,2961
48307,2021,360564000,7532,3183,2980
48307,2022,359218000,7497,3158,3024
48309,2020,11950503000,261177,118990,111569
48309,2021,13167732000,263714,124620,118600
48309,2022,13417604000,266836,126753,122139
48311,2020,48314000,598,716,696
48311,2021,63983000,597,752,735
48311,2022,68310000,576,851,835
48313,2020,504381000,13464,4460,4140
48313,2021,557038000,13498,4705,4412
48313,2022,561280000,13661,4765,4557
48315,2020,433090000,9751,4226,3874
48315,2021,466692000,9618,4266,3977
48315,2022,474540000,9560,4228,4015
48317,2020,431527000,5252,2551,2395
48317,2021,477726000,5208,2630,2504
48317,2022,515744000,5217,2803,2715
48319,2020,216823000,3968,1723,1627
48319,2021,220989000,3929,1805,1720
48319,2022,218789000,3982,1830,1768
48321,2020,1728072000,36280,16454,14720
48321,2021,1855549000,36366,16578,15229
48321,2022,1819272000,36125,17202,16175
48323,2020,2060991000,57873,24229,20559
48323,2021,2235367000,57841,23814,20886
48323,2022,2228369000,57843,23525,21646
48325,2020,2367545000,50939,21299,19948
48325,2021,2617207000,52322,21983,20878
48325,2022,2687893000,53723,22675,21800
48327,2020,92935000,1961,861,817
48327,2021,93491000,1964,850,809
48327,2022,90563000,1968,859,827
48329,2020,18220253000,170348,98346,90423
48329,2021,20970515000,168206,100142,94599
48329,2022,24955132000,171999,106186,103044
48331,2020,1022436000,24775,9665,8970
48331,2021,1162707000,25189,10246,9650
48331,2022,1193275000,25628,10394,9950
48333,2020,223847000,4447,1875,1798
48333,2021,235602000,4497,1925,1839
48333,2022,232569000,4500,1905,1823
48335,2020,305213000,9014,2338,2153
48335,2021,333336000,9050,2354,2189
48335,2022,331463000,8943,2311,2208
48337,2020,873660000,19994,9047,8446
48337,2021,961215000,20430,9317,8836
48337,2022,973776000,21063,9294,8956
48339,2020,43084847000,625243,289558,267945
48339,2021,46775202000,650261,294875,277933
48339,2022,51594318000,678490,302110,290130
48341,2020,1074221000,21264,10543,10148
48341,2021,1176879000,21122,11115,10741
48341,2022,1221471000,20996,11313,11012
48343,2020,529697000,11972,4846,4301
48343,2021,568116000,12009,4629,4158
48343,2022,595270000,12083,4491,4206
48345,2020,43017000,1063,431,412
48345,2021,41342000,1065,450,427
48345,2022,42021000,1032,508,487
48347,2020,2721156000,64619,27784,25955
48347,2021,2988767000,64699,28417,26856
48347,2022,3166210000,64862,28050,26833
48349,2020,2207886000,52828,23259,21818
48349,2021,2431629000,53616,23748,22528
48349,2022,2465719000,54636,23564,22637
48351,2020,498232000,12157,4970,4415
48351,2021,527350000,12202,4913,4412
48351,2022,525816000,12052,4896,4558
48353,2020,686251000,14723,7042,6664
48353,2021,766178000,14600,7204,6863
48353,2022,750966000,14473,6801,6543
48355,2020,17236592000,353376,164180,149531
48355,2021,19130597000,353230,163762,152585
48355,2022,19595351000,351674,164081,156295
48357,2020,539686000,9954,4021,3786
48357,2021,613374000,9763,3988,3806
48357,2022,578937000,9606,3972,3836
48359,2020,125121000,1764,892,857
48359,2021,128797000,1730,923,890
48359,2022,134321000,1752,934,906
48361,2020,3997941000,84747,35658,31878
48361,2021,4187371000,84641,34980,31893
48361,2022,4261107000,84934,34953,32930
48363,2020,1349519000,28445,13148,12222
48363,2021,1483491000,28676,12990,12254
48363,2022,1512897000,29239,13137,12634
48365,2020,1093522000,22492,9385,8596
48365,2021,1203146000,22538,9765,9120
48365,2022,1292263000,22677,9609,9162
48367,2020,9200580000,149547,69418,65376
48367,2021,10543237000,156966,72181,68961
48367,2022,11596160000,165834,74559,72083
48369,2020,572333000,9854,4838,4714
48369,2021,628187000,9779,5017,4870
48369,2022,654053000,9620,5146,5020
48371,2020,608708000,15185,6393,5865
48371,2021,651809000,15126,6243,5813
48371,2022,659332000,14735,6223,5965
48373,2020,2286475000,50494,18323,16708
48373,2021,2495727000,51816,18696,17219
48373,2022,2510949000,53255,18726,17674
48375,2020,5993110000,118272,53070,50128
48375,2021,6477888000,116538,54571,52204
48375,2022,6510561000,115645,54782,52994
48377,2020,331835000,6109,3192,2717
48377,2021,355861000,6115,3113,2797
48377,2022,341120000,5939,3108,2914
48379,2020,482211000,12178,5984,5702
48379,2021,521534000,12449,6363,6112
48379,2022,527075000,12823,6538,6312
48381,2020,7514331000,141342,72890,69640
48381,2021,8176593000,144039,75044,72361
48381,2022,8460916000,146140,75680,73487
48383,2020,188329000,3378,1799,1623
48383,2021,197603000,3228,1675,1552
48383,2022,204550000,3135,1640,1581
48385,2020,148536000,2743,1080,1010
48385,2021,160795000,2806,1150,1082
48385,2022,164360000,2840,1141,1087
48387,2020,559874000,11560,5095,4770
48387,2021,602851000,11547,5338,5021
48387,2022,616943000,11542,5211,4944
48389,2020,706167000,14763,8785,8153
48389,2021,748417000,13002,8545,8053
48389,2022,794089000,12905,8536,8241
48391,2020,329471000,6742,3038,2787
48391,2021,364316000,6700,3045,2844
48391,2022,360645000,6632,2985,2843
48393,2020,43466000,822,401,383
48393,2021,43797000,798,402,385
48393,2022,43370000,803,401,385
48395,2020,806378000,16771,7294,6825
48395,2021,884328000,16948,7719,7317
48395,2022,923550000,17153,7982,7672
48397,2020,7428531000,109136,54536,51302
48397,2021,8365201000,116549,56784,54313
48397,2022,9346568000,123208,59266,57275
48399,2020,466541000,9919,4519,4296
48399,2021,503365000,9886,4674,4481
48399,2022,511705000,9859,4680,4523
48401,2020,2219875000,52257,21911,20299
48401,2021,2352403000,53071,22145,20827
48401,2022,2437347000,53333,22474,21529
48403,2020,412957000,9888,3891,3469
48403,2021,461162000,9989,4000,3626
48403,2022,464686000,10048,3942,3660
48405,2020,364308000,7923,3014,2724
48405,2021,408854000,7900,2981,2739
48405,2022,449005000,7857,3111,2929
48407,2020,1159022000,27531,11587,10646
48407,2021,1251118000,27829,11935,11065
48407,2022,1265833000,28348,12084,11490
48409,2020,3310273000,68838,29355,26353
48409,2021,3561414000,69701,29397,26846
48409,2022,3558673000,69954,29300,27513
48411,2020,246894000,5722,2185,2072
48411,2021,252201000,5824,2218,2114
48411,2022,246565000,5824,2234,2154
48413,2020,125896000,2445,1208,1124
48413,2021,127526000,2443,1197,1131
48413,2022,131271000,2357,1233,1188
48415,2020,762208000,16937,6200,5689
48415,2021,789881000,16830,6136,5733
48415,2022,809405000,16686,6295,6031
48417,2020,261738000,3105,1773,1679
48417,2021,316987000,3177,1860,1786
48417,2022,336237000,3186,1875,1824
48419,2020,1160662000,23927,11194,10428
48419,2021,1340714000,23962,11519,10893
48419,2022,1571668000,24008,11060,10588
48421,2020,283414000,2787,1301,1261
48421,2021,357015000,2791,1392,1349
48421,2022,289743000,2799,1388,1349
48423,2020,12986025000,234195,108049,100705
48423,2021,14955757000,237114,110555,104846
48423,2022,16156522000,241922,112585,108356
48425,2020,478785000,9204,4262,3983
48425,2021,538203000,9472,4433,4204
48425,2022,569424000,9757,4570,4393
48427,2020,2001715000,65861,26050,21481
48427,2021,2199270000,65972,25542,21554
48427,2022,2079818000,65728,24752,22023
48429,2020,401189000,9098,4015,3770
48429,2021,434216000,9434,4207,3999
48429,2022,440014000,9390,4066,3912
48431,2020,83268000,1381,557,521
48431,2021,89021000,1382,585,555
48431,2022,94626000,1417,524,503
48433,2020,92577000,1245,570,541
48433,2021,104128000,1208,589,564
48433,2022,104957000,1182,701,680
48435,2020,226523000,3355,1210,1091
48435,2021,225988000,3284,1163,1069
48435,2022,222032000,3217,1040,981
48437,2020,418324000,6946,2512,2381
48437,2021,505069000,6996,2599,2468
48437,2022,491170000,6881,2582,2476
48439,2020,113957625000,2115682,1075554,995932
48439,2021,128806067000,2129402,1108542,1049944
48439,2022,133502348000,2154595,1139902,1098145
48441,2020,7150789000,143444,65896,62293
48441,2021,7860864000,143942,67530,64559
48441,2022,8067010000,145163,68904,66573
48443,2020,41274000,750,379,362
48443,2021,42139000,720,414,400
48443,2022,41677000,693,405,390
48445,2020,498071000,11794,4796,4444
48445,2021,529200000,11721,4807,4518
48445,2022,499034000,11567,4650,4454
48447,2020,65564000,1453,636,606
48447,2021,100031000,1508,986,957
48447,2022,72359000,1550,739,715
48449,2020,1326879000,31292,13219,12328
48449,2021,1508659000,31266,13632,12895
48449,2022,1619712000,31208,13764,13162
48451,2020,6726748000,120194,53580,50179
48451,2021,7253462000,119250,54828,52169
48451,2022,7492866000,118892,55626,53694
48453,2020,94348886000,1296515,734290,687548
48453,2021,107315870000,1308544,777556,746067
48453,2022,113981201000,1326436,823554,800001
48455,2020,598548000,13632,5291,4860
48455,2021,639763000,13809,5383,4991
48455,2022,649277000,13996,5368,5083
48457,2020,785453000,19811,7334,6608
48457,2021,860140000,19892,7397,6773
48457,2022,860205000,20030,7181,6744
48459,2020,1684880000,41038,17468,16121
48459,2021,1851610000,41811,17634,16540
48459,2022,1923809000,42488,17868,17097
48461,2020,183697000,3301,1808,1705
48461,2021,203164000,3241,1780,1688
48461,2022,226171000,3152,2414,2350
48463,2020,1186306000,24559,11266,10541
48463,2021,1320944000,24810,11328,10703
48463,2022,1316009000,24940,11264,10763
48465,2020,2038712000,47605,21464,19672
48465,2021,2255379000,47589,22253,20947
48465,2022,2280496000,47606,22262,21246
48467,2020,2524392000,59749,26006,24405
48467,2021,2778484000,61200,26968,25687
48467,2022,2874061000,62859,27948,26966
48469,2020,4884410000,91303,40803,37401
48469,2021,5225679000,90897,41138,38551
48469,2022,5375580000,91065,41237,39485
48471,2020,2393539000,76544,23982,22258
48471,2021,2634540000,78322,24049,22545
48471,2022,2652494000,78870,24019,22877
48473,2020,2723517000,57304,24376,22518
48473,2021,2999933000,59474,24905,23327
48473,2022,3198051000,61894,25472,24363
48475,2020,572462000,11680,6143,5560
48475,2021,611053000,11111,5935,5524
48475,2022,645552000,10964,6231,6001
48477,2020,2188224000,35805,15179,14320
48477,2021,2524335000,35898,15324,14515
48477,2022,2650496000,36159,15299,14685
48479,2020,9895846000,267345,115773,105964
48479,2021,10986536000,267633,116381,109107
48479,2022,10945018000,267780,117568,112669
48481,2020,2020917000,41564,21268,19822
48481,2021,2225819000,41697,21210,20009
48481,2022,2153148000,41824,21466,20640
48483,2020,232275000,4976,2185,2052
48483,2021,238598000,4905,2076,1948
48483,2022,226839000,4807,2014,1935
48485,2020,6102835000,129617,55338,51659
48485,2021,6544431000,130006,55642,52686
48485,2022,6626118000,129978,55477,53276
48487,2020,711228000,12844,4894,4607
48487,2021,705582000,12688,4931,4608
48487,2022,700208000,12491,4901,4662
48489,2020,664722000,20150,6584,5795
48489,2021,759325000,20290,7052,6339
48489,2022,703487000,20143,7268,6669
48491,2020,35560872000,615517,323000,304159
48491,2021,41037988000,644451,343600,329807
48491,2022,45040688000,671418,365035,354210
48493,2020,2595976000,50051,24370,22973
48493,2021,2878802000,51281,25169,24052
48493,2022,2987959000,52735,25975,25116
48495,2020,460757000,7750,3961,3587
48495,2021,458572000,7373,3750,3470
48495,2022,493069000,7306,3986,3827
48497,2020,3503338000,68943,32090,29988
48497,2021,3915029000,71888,33255,31632
48497,2022,4149943000,74895,34293,33059
48499,2020,2022019000,45041,17815,16633
48499,2021,2199548000,46031,18160,17133
48499,2022,2291270000,46857,18267,17436
48501,2020,367586000,7675,3501,3081
48501,2021,377476000,7559,3299,3048
48501,2022,368365000,7451,3296,3162
48503,2020,964267000,17847,7724,7316
48503,2021,1079598000,17911,8116,7745
48503,2022,1132161000,17962,8142,7861
48505,2020,414330000,13874,4664,4093
48505,2021,460296000,13893,4590,4055
48505,2022,458065000,13849,4590,4268
48507,2020,381361000,9662,3388,2904
48507,2021,407797000,9487,3281,2874
48507,2022,408359000,9377,3398,3103
49001,2020,283329000,7087,2845,2728
49001,2021,320192000,7203,2836,2754
49001,2022,349236000,7327,2853,2773
49003,2020,2423644000,57946,26695,25502
49003,2021,2676889000,59693,26926,26247
49003,2022,2855052000,61498,27627,26991
49005,2020,5748987000,133624,66025,64038
49005,2021,6654916000,137429,68871,67471
49005,2022,6794048000,140173,70880,69424
49007,2020,884946000,20488,8620,8156
49007,2021,927038000,20361,8436,8102
49007,2022,932033000,20571,8432,8129
49009,2020,47114000,952,413,394
49009,2021,48047000,977,411,396
49009,2022,47441000,1014,408,389
49011,2020,18314011000,363745,176601,169150
49011,2021,20515245000,367446,179395,174918
49011,2022,21511327000,369948,184020,179956
49013,2020,813879000,19617,7854,7227
49013,2021,880438000,19806,7760,7381
49013,2022,923783000,20161,8007,7744
49015,2020,378405000,9842,4411,4198
49015,2021,387993000,9963,4450,4275
49015,2022,399565000,10099,4524,4373
49017,2020,218301000,5107,2659,2382
49017,2021,261456000,5149,2782,2603
49017,2022,294549000,5281,2942,2765
49019,2020,599928000,9677,6256,5653
49019,2021,648867000,9665,6608,6317
49019,2022,683455000,9769,6957,6727
49021,2020,2105806000,57708,25328,24156
49021,2021,2369830000,60522,26472,25705
49021,2022,2473214000,62429,27768,27074
49023,2020,518367000,11818,5856,5678
49023,2021,582392000,12192,6157,6030
49023,2022,618257000,12567,6410,6281
49025,2020,356242000,7688,3884,3673
49025,2021,415855000,7999,4026,3908
49025,2022,420924000,8227,4119,4014
49027,2020,529530000,13049,6040,5840
49027,2021,583980000,13175,6050,5902
49027,2022,629480000,13330,6256,6111
49029,2020,744774000,12381,5674,5480
49029,2021,818467000,12667,5784,5659
49029,2022,875089000,12832,5943,5822
49031,2020,69203000,1433,482,452
49031,2021,71029000,1482,484,462
49031,2022,97148000,1487,511,490
49033,2020,106312000,2500,1165,1124
49033,2021,113799000,2581,1277,1248
49033,2022,118855000,2628,1245,1213
49035,2020,68000953000,1186921,645065,611284
49035,2021,75407450000,1186440,654622,636093
49035,2022,78680099000,1186257,674723,658798
49037,2020,471862000,14517,5510,4934
49037,2021,495766000,14476,5488,5144
49037,2022,511141000,14359,5600,5350
49039,2020,1050365000,28521,12782,12290
49039,2021,1161011000,29138,13068,12690
49039,2022,1249087000,29724,13525,13145
49041,2020,852771000,21561,9920,9489
49041,2021,930162000,21918,9998,9666
49041,2022,954962000,22069,10250,9952
49043,2020,6981873000,42482,24686,22866
49043,2021,8867142000,43168,24992,24259
49043,2022,9725951000,43036,26085,25510
49045,2020,3069421000,73338,36136,34394
49045,2021,3441596000,76734,36852,35771
49045,2022,3729452000,79934,38041,37053
49047,2020,1184857000,35671,13509,12227
49047,2021,1280743000,36232,13502,12750
49047,2022,1354273000,37141,14110,13593
49049,2020,31308760000,663559,317287,304982
49049,2021,35046435000,685806,331915,323973
49049,2022,37799679000,702434,344947,337405
49051,2020,2395993000,35063,16505,15417
49051,2021,2773468000,36260,16979,16485
49051,2022,3033500000,36619,17724,17303
49053,2020,8255866000,182009,80243,75839
49053,2021,9463674000,191476,83867,81376
49053,2022,10031391000,197680,87255,85015
49055,2020,122707000,2508,1450,1339
49055,2021,128692000,2567,1482,1411
49055,2022,133959000,2645,1531,1463
49057,2020,12101998000,262973,130298,123855
49057,2021,13195694000,266588,131842,127963
49057,2022,13784862000,269561,135048,131650
50001,2020,2082271000,37343,20445,19508
50001,2021,2240719000,37444,20445,19853
50001,2022,2332266000,37578,20956,20507
50003,2020,2076975000,37300,17631,16477
50003,2021,2186001000,37424,17336,16553
50003,2022,2248611000,37392,17761,17260
50005,2020,1442840000,30183,14506,13641
50005,2021,1528926000,30423,14365,13805
50005,2022,1544497000,30579,14705,14301
50007,2020,10738289000,168386,95839,91326
50007,2021,11505189000,169271,95264,92438
50007,2022,11947718000,169301,97567,95805
50009,2020,259165000,5918,2701,2496
50009,2021,272473000,5965,2674,2538
50009,2022,272110000,5994,2694,2600
50011,2020,2604109000,50040,27264,25870
50011,2021,2753051000,50433,27395,26410
50011,2022,2840381000,50731,27786,27139
50013,2020,472118000,7276,4068,3831
50013,2021,509471000,7418,4041,3878
50013,2022,533556000,7489,4140,4019
50015,2020,1496413000,25917,13855,12787
50015,2021,1607033000,26147,13744,13167
50015,2022,1670831000,26090,14147,13725
50017,2020,1550185000,29299,15819,14990
50017,2021,1638380000,29625,15568,15039
50017,2022,1672233000,29846,15826,15464
50019,2020,1367380000,27404,13051,12056
50019,2021,1441122000,27601,13053,12419
50019,2022,1472237000,27666,13370,12843
50021,2020,3315686000,60477,30193,28158
50021,2021,3427099000,60720,29625,28330
50021,2022,3537223000,60366,29951,29087
50023,2020,3840898000,59756,33870,32218
50023,2021,4022793000,60023,33177,32129
50023,2022,4157244000,60048,34105,33373
50025,2020,2434682000,45850,21608,20154
50025,2021,2564262000,46128,20896,19926
50025,2022,2609471000,45842,21236,20694
50027,2020,3592834000,57744,28909,27198
50027,2021,3907022000,58350,28679,27681
50027,2022,3951959000,58142,29307,28731
51001,2020,1700237000,33388,15893,14824
51001,2021,1883502000,33364,15338,14679
51001,2022,1797403000,33191,15584,15086
51007,2020,610727000,13268,6079,5714
51007,2021,671171000,13337,6072,5857
51007,2022,712802000,13455,6282,6100
51009,2020,1283599000,31309,14636,13793
51009,2021,1382732000,31391,14515,13983
51009,2022,1412745000,31589,14759,14317
51011,2020,677317000,16154,7060,6640
51011,2021,745095000,16398,6998,6729
51011,2022,769590000,16748,7105,6886
51013,2020,23342907000,238799,151165,144218
51013,2021,25454836000,233574,152177,147645
51013,2022,26281190000,234000,156767,153622
51017,2020,291914000,4186,2294,2058
51017,2021,283915000,4087,2244,2145
51017,2022,302572000,4049,2418,2360
51019,2020,3985249000,79553,37881,35890
51019,2021,4307397000,80287,37712,36424
51019,2022,4433461000,80848,38331,37264
51021,2020,244720000,6257,2786,2624
51021,2021,260519000,6179,2741,2647
51021,2022,262081000,6148,2774,2696
51023,2020,1853587000,33637,17164,16364
51023,2021,1945976000,33977,17171,16652
51023,2022,2031153000,34135,17646,17214
51025,2020,580298000,15824,5906,5422
51025,2021,643432000,15979,5754,5401
51025,2022,654060000,15921,5840,5580
51027,2020,802292000,20249,6384,5759
51027,2021,857307000,19861,6145,5739
51027,2022,876430000,19352,6305,6016
51029,2020,563931000,16826,6276,5799
51029,2021,627227000,16940,6284,5962
51029,2022,643221000,16982,6436,6189
51033,2020,1460890000,30924,14907,13872
51033,2021,1587298000,31402,14855,14223
51033,2022,1645782000,31957,15355,14872
51036,2020,365558000,6744,3505,3264
51036,2021,376000000,6631,3491,3341
51036,2022,377480000,6605,3596,3489
51037,2020,454337000,11541,5070,4778
51037,2021,507826000,11522,5250,5055
51037,2022,519394000,11475,5432,5271
51041,2020,21295117000,365776,186767,175462
51041,2021,23031264000,371276,186665,179915
51041,2022,24231333000,378408,193562,188326
51043,2020,1023033000,14813,7411,7061
51043,2021,1123862000,14916,7458,7227
51043,2022,1190156000,15266,7670,7481
51045,2020,209606000,4878,2252,2133
51045,2021,225832000,4876,2248,2174
51045,2022,229709000,4847,2310,2242
51047,2020,2714286000,52766,24655,23398
51047,2021,2918687000,53785,24788,23984
51047,2022,3043253000,54381,25528,24839
51049,2020,394420000,9666,4564,4278
51049,2021,438889000,9696,4590,4395
51049,2022,452665000,9746,4719,4562
51051,2020,522560000,14074,4711,4324
51051,2021,560733000,13852,4652,4406
51051,2022,563251000,13725,4514,4324
51057,2020,507169000,10595,5444,5054
51057,2021,543024000,10552,5409,5155
51057,2022,549467000,10630,5484,5300
51061,2020,5422269000,72990,36446,34677
51061,2021,5876758000,74022,36584,35490
51061,2022,6187539000,74664,37720,36790
51063,2020,675049000,15469,8073,7652
51063,2021,737544000,15509,8216,7960
51063,2022,763962000,15619,8460,8256
51065,2020,1319206000,27285,13684,12941
51065,2021,1457515000,27797,13761,13315
51065,2022,1501813000,28159,14205,13853
51067,2020,2569414000,54486,25920,24463
51067,2021,2793566000,55010,25828,24913
51067,2022,2895651000,55074,26456,25703
51071,2020,719149000,16785,7723,7225
51071,2021,797262000,16584,7797,7528
51071,2022,814781000,16453,8098,7853
51073,2020,2022843000,38718,19134,18059
51073,2021,2203586000,39131,19118,18476
51073,2022,2270781000,39493,19529,19018
51075,2020,2483913000,24853,11324,10762
51075,2021,2820497000,25499,11399,11050
51075,2022,3036383000,26109,11830,11518
51077,2020,535752000,15278,7954,7482
51077,2021,581353000,15330,7740,7478
51077,2022,597494000,15343,7974,7769
51079,2020,951467000,20606,10271,9718
51079,2021,1055286000,21028,10305,9999
51079,2022,1089723000,21107,10635,10388
51083,2020,1341061000,33920,15054,13960
51083,2021,1459586000,33758,14962,14256
51083,2022,1497444000,33644,15390,14812
51085,2020,7172823000,110195,57538,54660
51085,2021,7745057000,111821,57744,56038
51085,2022,8165682000,112938,60044,58623
51087,2020,23159228000,334344,179896,167858
51087,2021,24781249000,333867,179139,172095
51087,2022,25706948000,333962,185309,180233
51091,2020,99320000,2241,1222,1174
51091,2021,107929000,2241,1237,1201
51091,2022,116156000,2301,1359,1328
51093,2020,2242509000,38702,19221,18218
51093,2021,2447844000,39393,19307,18641
51093,2022,2563516000,40151,19714,19179
51097,2020,337016000,6588,3844,3642
51097,2021,365664000,6668,3834,3713
51097,2022,371533000,6718,3896,3796
51099,2020,1581062000,26822,13756,13119
51099,2021,1732177000,27522,13976,13570
51099,2022,1783275000,27856,14453,14093
51101,2020,890431000,17916,9216,8709
51101,2021,974944000,18205,9248,8941
51101,2022,1009878000,18492,9568,9321
51103,2020,697944000,10897,5318,4917
51103,2021,758955000,10896,5252,4974
51103,2022,779630000,10750,5387,5199
51105,2020,770978000,22107,8230,7686
51105,2021,834105000,22061,8058,7729
51105,2022,847448000,21982,8194,7893
51107,2020,36092801000,422669,225264,212910
51107,2021,39485918000,428435,224820,217894
51107,2022,41852457000,432085,232059,226714
51109,2020,1763295000,37798,19836,18767
51109,2021,1966821000,39032,20066,19391
51109,2022,2035078000,40116,20764,20218
51111,2020,434647000,11947,5209,4925
51111,2021,473793000,11997,5091,4898
51111,2022,469044000,12031,5167,4994
51113,2020,712069000,13860,7268,6982
51113,2021,770755000,13950,7374,7190
51113,2022,791493000,14000,7548,7386
51115,2020,526929000,8520,3983,3779
51115,2021,560564000,8545,3995,3869
51115,2022,576215000,8490,4096,3982
51117,2020,1251295000,30278,12570,11689
51117,2021,1401073000,30300,12517,11928
51117,2022,1388895000,30508,12966,12516
51119,2020,587201000,10616,5109,4840
51119,2021,634648000,10772,5125,4952
51119,2022,659840000,10943,5250,5107
51125,2020,844000000,14737,7169,6749
51125,2021,929579000,14800,7205,6953
51125,2022,947596000,14652,7376,7178
51127,2020,2047656000,23119,12652,12058
51127,2021,2310383000,23979,12742,12367
51127,2022,2569780000,24986,13231,12924
51131,2020,726286000,12208,5377,4944
51131,2021,805933000,12039,5411,5129
51131,2022,764219000,11900,5501,5315
51133,2020,699780000,11838,5616,5246
51133,2021,748402000,12046,5526,5260
51133,2022,755601000,12302,5457,5244
51135,2020,578696000,15639,7140,6766
51135,2021,662037000,15584,7092,6833
51135,2022,698804000,15559,7226,7014
51137,2020,2022604000,36391,17001,16011
51137,2021,2196582000,37189,17115,16495
51137,2022,2239270000,37991,17426,16922
51139,2020,993540000,23687,11927,11023
51139,2021,1104039000,23801,11975,11425
51139,2022,1165767000,23750,12142,11743
51141,2020,638348000,17583,7176,6669
51141,2021,690787000,17668,7115,6799
51141,2022,710520000,17643,7163,6914
51145,2020,1854947000,30438,14045,13345
51145,2021,2022431000,31172,14102,13695
51145,2022,2138367000,31489,14669,14306
51147,2020,783186000,21898,10061,9391
51147,2021,854431000,21957,9977,9497
51147,2022,866674000,21927,9941,9562
51155,2020,1438185000,33804,16082,14777
51155,2021,1571150000,33808,16039,15407
51155,2022,1621534000,33706,16602,16104
51157,2020,519286000,7321,3593,3423
51157,2021,570106000,7437,3622,3516
51157,2022,595848000,7502,3710,3619
51159,2020,373750000,8919,4004,3802
51159,2021,396789000,9049,3958,3820
51159,2022,387582000,9080,3960,3848
51167,2020,954350000,25756,11100,10338
51167,2021,1012290000,25577,10731,10266
51167,2022,1023458000,25448,11006,10629
51169,2020,772157000,21585,8925,8430
